Serial Number,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
2373,22001,20030,23087,23727,25703,29937,35216
2374,40292,43188,49752,51404,54405,63543,73478
2375,14455,18366,21211,22442,29635,33223,39189
2376,20813,24869,30012,26570,28242,41831,35659
2377,17183,17555,18361,19039,23181,24835,28757
2378,15920,17282,17591,21112,22087,24774,27439
2379,22577,20822,22452,21823,23825,24257,27973
2380,21231,27609,33082,37405,35330,35498,46835
2381,69548,75567,84622,87892,97772,107500,126029
2382,92931,98588,103456,112313,117962,125398,134764
2383,23506,26695,32286,44016,135458,146588,161235
2384,13560,15571,17944,24910,29103,32953,39932
2385,4799,7158,9558,13559,16330,20541,28860
2386,13383,20978,30026,52942,67119,84608,107759
2387,11060,17804,22285,28414,31376,34369,37666
2388,13578,17742,23269,26093,53154,58005,71819
2389,21737,35765,46505,63405,68560,72172,90436
2390,17324,25684,32066,49134,53479,57726,75940
2391,16696,19322,26526,34061,45939,52911,64358
2392,7133,8479,10987,13208,15518,18268,24459
2393,8655,9728,11373,14070,15280,18913,22837
2394,7333,8010,8806,10920,11476,11791,25930
2395,3661,5312,7981,9570,36508,41910,44734
2396,9068,10826,14309,17717,20233,24405,69976
2397,3524,5121,6485,8451,19096,19331,20974
2398,3320,4191,5588,6337,6626,7418,8524
2399,5087,5931,8387,10766,12190,16589,18198
2400,15354,18882,21694,25096,27166,31845,36699
2401,3200,4467,5503,6497,7287,8606,16914
2402,15368,17068,21276,25778,27369,28835,33426
2403,2369,2960,3862,4797,5137,6294,7071
2404,19113,22129,24624,30161,32708,35747,42641
2405,7850,9061,11206,13607,15014,17153,20543
2406,10204,14197,14509,16722,18377,20309,26313
2407,9227,10148,12809,13482,15159,18705,20848
2408,12229,13904,15093,15183,16705,19468,22200
2409,24899,26150,26532,32198,36216,38475,43452
2410,28931,33202,38669,48791,52200,60021,68408
2411,37643,41902,47129,65206,72441,82932,88831
2412,29081,30865,36472,49125,60388,68082,79368
2413,19737,22676,23897,26695,31771,34421,37033
2414,26392,28085,34171,46077,53144,59299,67611
2415,188479,181264,176887,184157,186564,184955,189533
2416,17691,18987,19000,25151,28841,37307,39391
2417,26090,29365,30462,35484,45198,58776,66013
2418,21173,25499,25681,29978,35111,39442,41086
2419,23654,26388,26797,27168,27001,28496,30972
2420,12171,17807,21520,28705,36143,43675,53825
2421,20563,27876,42825,44823,50339,55131,89182
2422,10287,13432,16910,18980,21883,23590,27179
2423,16341,20387,20676,28684,29329,35800,40964
2424,11617,28421,43225,54236,54066,96237,86177
2425,8629,10657,14649,18327,20578,25363,30879
2426,15335,20987,28490,30635,37957,44408,51449
2427,14881,16857,38443,43234,48932,53657,62362
2428,19678,27496,42294,56845,66287,79229,97146
2429,14898,20890,28287,31202,44273,53044,55007
2430,13455,13956,19720,32699,37814,47597,48418
2431,8777,13621,21201,25605,51585,53234,61760
2432,14894,16574,24932,27573,31864,34984,38843
2433,10723,17074,20732,23695,25929,28018,31337
2434,8584,9726,12351,15184,16013,19798,23665
2435,36980,49339,48795,58041,61462,69203,72970
2436,16757,22844,25161,31973,38471,49230,56635
2437,14879,58590,65489,31338,36785,48055,52378
2438,13033,15038,16430,19526,22737,25882,32426
2439,11534,14049,22923,21192,20507,25554,31846
2440,15327,19076,22247,25520,27357,30209,34861
2441,34998,38667,48651,59756,69947,86742,104715
2442,11806,15144,20440,24232,25874,28248,31885
2443,15420,18668,23229,28335,35585,39534,43049
2444,31089,35242,45165,52002,65203,74870,84360
2445,29960,35011,44313,55089,63142,68709,76385
2446,21187,23194,26378,30304,34701,42982,53497
2447,40490,49189,63535,68930,72864,76622,81488
2448,12303,24058,26601,34016,39624,42370,49232
2449,14508,20788,30121,39951,44493,51674,66387
2450,19740,24407,28974,35232,43524,47016,59134
2451,14788,17944,21398,25047,26058,30329,34990
2452,15716,17256,22540,28442,32654,35716,46041
2453,21094,25688,33869,37793,43103,47492,56762
2454,11812,14813,19943,21612,25648,24705,27235
2455,22168,26897,32958,44074,50631,56596,64386
2456,22370,35100,57668,72317,85563,109625,117677
2457,15500,17648,19008,22170,22905,26807,31452
2458,15996,19409,23540,27686,27225,27322,29243
2459,30866,37845,60509,62996,67520,78547,91076
2460,10975,14315,17209,18652,20916,21669,23873
2461,20422,27034,40751,46189,64081,67298,82381
2462,26360,32174,49049,54434,76174,100363,120483
2463,17464,20773,40436,46595,57569,64393,81051
2464,16539,19618,28726,30896,33041,39047,40943
2465,22755,28371,40587,48937,55078,59229,73341
2466,25007,28655,34641,39547,41850,43269,46793
2467,26618,33622,38908,44000,44278,66107,55626
2468,33376,40351,67013,60774,67966,74642,84843
2469,35599,38146,41925,48871,53294,60003,65001
2470,23891,26856,30363,35959,44274,51371,61779
2471,53934,69364,82056,82088,87914,103860,120040
2472,20933,22547,27836,31081,32717,35967,36677
2473,35323,40111,46952,53193,59760,63406,70909
2474,36729,37786,41340,43288,49067,50195,56390
2475,58499,68171,75255,79219,96910,110701,153926
2476,75997,76082,90200,109861,125103,116734,131084
2477,43935,51214,58580,69287,74377,87041,102774
2478,26042,28847,32253,33556,36532,45259,48855
2479,45155,51477,55447,60088,68289,81396,100012
2480,56293,59905,68201,77649,90408,114768,133742
2481,25522,28511,37992,43837,51233,63759,74565
2482,32641,32994,36157,41194,40583,48281,54397
2483,36745,36672,37782,38794,41352,44658,57434
2484,44598,51708,58641,66423,73676,82418,89593
2485,29606,33817,42952,48023,54549,65473,76927
2486,25395,28644,32754,34608,39038,42470,52975
2487,49216,57894,62650,69578,83814,86202,102520
2488,33945,36347,45746,40305,48126,47820,59494
2489,21285,29439,45194,42307,54392,61984,82594
2490,22096,25034,32680,33686,40942,56815,69637
2491,23953,27156,32744,33762,35718,41753,47997
2492,45404,56768,64476,82475,90506,116574,136878
2493,45666,42336,52788,61973,60587,73146,86217
2494,28148,31985,42019,51015,52637,67176,57481
2495,48381,53796,78170,73366,92367,84329,109647
2496,23816,34691,47762,80418,90548,150673,140181
2497,14630,13928,16709,20819,24229,41037,45696
2498,23294,23271,28940,31416,34301,34724,42725
2499,19642,20323,25555,28706,32649,36025,39682
2500,27958,33216,39940,48724,48744,56289,61344
2501,31041,32182,32477,32924,30857,34804,41339
2502,28572,33137,39985,43794,50212,53476,57934
2503,19451,22085,27659,28268,33556,38122,40256
2504,26144,27841,39304,44168,52499,57242,64893
2505,25234,30316,38904,51093,56129,71793,82596
2506,34388,37687,44217,46750,49885,59116,63786
2507,37765,42806,49495,58880,70464,84738,101222
2508,12143,13151,16086,17504,22140,32173,45577
2509,15378,17872,20350,20682,22530,25876,29267
2510,29874,31750,35102,37557,48406,51692,56880
2511,54895,67650,81192,97150,124804,166559,199443
2512,64725,69076,78211,88504,100771,120380,145783
2513,52123,65957,68595,76130,92172,96227,122565
2514,15878,19340,21875,27658,42066,50012,61039
2515,26179,29869,36129,36794,41367,46457,49775
2516,53725,55156,58220,65626,70149,80611,87227
2517,61358,61557,62721,64000,65874,68613,73336
2518,13363,12881,17902,23167,24459,44773,51371
2519,24552,26374,33545,35804,40351,46978,56473
2520,33550,42377,52354,59517,73177,82510,104724
2521,29097,39565,46180,61222,64286,77249,88470
2522,47414,59512,73615,92732,104273,120576,145727
2523,45119,59159,80506,84800,101342,112552,145741
2524,20919,23557,25620,30042,31924,38618,46779
2525,39034,43319,46658,48876,53770,60893,79927
2526,18757,20994,24028,27864,29812,37005,39688
2527,51683,58867,66546,70604,78193,82296,99399
2528,31600,36941,40451,43278,46830,46079,56490
2529,53886,56073,60292,67469,75313,96498,111767
2530,17128,23487,24189,24618,28511,33619,38958
2531,54979,59348,63719,69899,74857,85258,103361
2532,153976,155542,192976,181709,204819,217062,264311
2533,42004,41359,47323,50751,57764,67666,84810
2534,56044,55285,66368,66672,76861,94984,97098
2535,34312,36012,43334,51344,55884,67141,78998
2536,19719,22206,28840,30609,35252,34206,99622
2537,22568,26147,32312,36495,41289,46673,54113
2538,77572,90402,105005,118024,126058,137519,167325
2539,25754,27987,32642,36769,41883,46757,61423
2540,71206,74703,79338,82743,91573,100796,129431
2541,23715,27224,32395,39338,43100,51575,63546
2542,60213,63540,77060,89063,99303,114837,135781
2543,66103,66497,72004,70327,74150,73737,78652
2544,39427,41469,43250,47850,46625,52519,61016
2545,32574,35618,48789,42832,46333,55511,68423
2546,69494,75656,82970,93152,97808,113818,129782
2547,54659,53800,56909,57340,68815,80568,88001
2548,18699,21853,28530,28972,31426,36161,41917
2549,59283,68431,83924,88302,87467,90391,102750
2550,47018,56657,63660,67564,73098,88730,104715
2551,43306,46390,61467,74232,94746,106701,115648
2552,68592,81675,96452,109583,121894,134430,159284
2553,36174,43232,51225,57866,65085,86114,84759
2554,6579,6707,8740,11309,11830,13089,14220
2555,9946,9182,10548,11785,13664,15384,17326
2556,15065,19107,16312,19062,31139,31884,37615
2557,6021,7031,7343,8903,10173,12253,13523
2558,10693,10148,16415,23527,48601,27959,33845
2559,9276,10899,13345,16653,19031,22299,28604
2560,18247,19877,22279,23571,24981,55243,62600
2561,18394,18451,23086,25895,28767,33530,37492
2562,17458,17229,20515,25137,27287,32253,34080
2563,35633,42282,41433,49776,53873,63089,67474
2564,10645,15423,17043,19343,23052,23975,27449
2565,27967,30506,37463,45481,47137,56187,67746
2566,31505,35942,43739,51546,57493,64471,74876
2567,14744,16742,16247,18629,21486,24250,26351
2568,31629,37408,40086,47241,98149,115462,118531
2569,24036,23934,27397,30453,33273,36535,37493
2570,40310,44194,53184,60948,67181,77054,82154
2571,16692,17631,18983,20102,19937,22408,22954
2572,22142,25750,34515,44781,51424,56156,59196
2573,34984,34721,33971,35049,38711,45161,49761
2574,16244,22827,29379,34226,40468,41423,51333
2575,12141,13257,14814,18973,20976,25325,28708
2576,13109,11561,13402,15776,17701,18853,20503
2577,19671,21783,23790,27392,29029,29687,35610
2578,19694,20976,25986,28912,33761,40364,47479
2579,15101,16623,18802,19948,22605,26005,29153
2580,47786,46742,47917,51997,55171,57601,63576
2581,37727,41533,50013,53384,64897,70588,71072
2582,11515,14285,20592,23899,29909,36962,44061
2583,16227,17526,20783,23850,27049,31204,41197
2584,14621,22711,30988,36815,43889,52939,48173
2585,9415,10125,10219,10908,13014,16277,16238
2586,18638,16569,18741,20341,24160,27580,30087
2587,11979,15890,22208,28486,34383,42692,51035
2588,8854,9922,12477,22093,22763,27518,32173
2589,15188,13747,16367,16685,17474,20433,24412
2590,23274,24530,24089,33152,35105,37475,44730
2591,57537,55092,55880,60519,61916,64455,73949
2592,31304,32336,31516,35650,38283,43018,48231
2593,18360,19203,26936,31455,35641,40917,51278
2594,45921,53185,40051,34301,29637,32693,36027
2595,8905,10048,12579,15676,17461,19039,22630
2596,22134,26171,31476,35891,40965,47931,53359
2597,23172,28310,29592,37152,37000,39037,50128
2598,7065,8093,13013,14924,21086,29547,41426
2599,17115,19008,21303,22752,23155,23813,26383
2600,11534,12415,16623,23126,58141,63906,81248
2601,11261,14041,17772,21083,23743,26291,28992
2602,16521,20728,26551,34402,40946,46024,61344
2603,25458,169053,261200,1004800,1277143,1466676,1580901
2604,17859,20887,24962,29387,41628,53166,66357
2605,4507,6197,8606,15807,17668,27294,28960
2606,19374,23293,26564,28966,33219,38892,62253
2607,9642,11107,15557,19250,23430,27916,37923
2608,9943,14406,16316,19037,22228,26071,29974
2609,16823,22912,28289,35171,43340,63059,82216
2610,21489,26464,35048,39848,46823,52532,62720
2611,12781,15274,17618,22959,27075,33954,37013
2612,8870,12174,15663,19497,23554,25565,30215
2613,43072,49826,71006,86407,101077,113523,142966
2614,44674,51127,59924,66482,77193,82926,90328
2615,21540,25046,30521,36460,41624,54176,61919
2616,11842,13839,19031,21303,26382,31935,40385
2617,19552,23041,32017,34337,46796,44425,56684
2618,26762,35758,51964,66611,79397,108061,128155
2619,7599,8921,11701,13661,15115,17911,20808
2620,15562,17081,21487,24043,27390,34832,41637
2621,19751,22289,26928,36316,47154,49121,53928
2622,7083,8970,12652,16081,21261,24381,29672
2623,3018,6140,7508,10890,12860,15415,23127
2624,16292,16539,20155,24115,25649,29326,33854
2625,7560,8986,9898,11818,14596,16405,18899
2626,26857,34681,43444,52840,55838,68993,77794
2627,29599,32840,34331,44234,55260,56014,62878
2628,10367,13183,17158,20943,25212,36641,40580
2629,22708,26634,26069,32142,38932,41842,53053
2630,5564,7970,12519,15041,17943,23057,26910
2631,19187,21509,24231,27627,29431,34214,39104
2632,9852,10063,12480,13305,14787,15919,16581
2633,18143,18641,18964,20038,19681,22058,24549
2634,15106,17969,33769,27874,85210,86723,111318
2635,19974,22600,29213,32125,45570,48622,49053
2636,32888,43089,54042,81932,85445,95383,113807
2637,15545,18690,20765,23202,25867,27814,32310
2638,19022,27226,40422,47066,61239,59861,64942
2639,44932,52543,63854,76036,88120,105244,125937
2640,1487,2609,3192,3442,4397,5633,6141
2641,11033,16297,20504,24855,38025,49681,57822
2642,14481,15877,19422,23018,26974,32129,38909
2643,15713,20606,25974,31676,41351,49482,54897
2644,6232,7357,7911,8047,8514,9355,11453
2645,24479,30108,34101,39472,45065,49079,73227
2646,7222,8888,9941,12656,15591,16452,20200
2647,13524,18337,34198,49851,52359,66111,79073
2648,14172,17448,26120,26891,25507,28176,30911
2649,37322,46279,62511,69608,81931,87278,106176
2650,13559,13450,18043,19028,22416,25138,28075
2651,9785,10848,13359,15509,17134,21996,20443
2652,22279,27010,28875,33647,36475,43879,55256
2653,5009,6553,7514,8755,10186,11043,11774
2654,12736,17879,26379,33166,41192,44419,45501
2655,14669,17130,23333,32758,38627,44467,52258
2656,16773,25108,37989,37362,87577,70129,66165
2657,8864,11626,16160,17563,21268,41759,48014
2658,15568,19288,26025,30667,36633,36190,41646
2659,30684,35192,46263,65787,68493,81008,99127
2660,40019,65965,109738,124948,138792,153694,155527
2661,25079,30552,36076,44582,50603,57543,69509
2662,24206,32313,40292,50718,61889,94867,111180
2663,18234,23012,28971,33826,42840,57245,56856
2664,13703,16690,20461,25663,28927,34572,45145
2665,13625,16383,19005,25776,36922,47243,61277
2666,32528,37297,53534,58222,71845,84182,231447
2667,14438,18972,22247,25796,28365,31993,37466
2668,10798,14980,16611,18881,22127,24767,29420
2669,19498,25308,32320,38505,40730,41198,48755
2670,14527,21735,26574,39061,46165,49169,61507
2671,23959,30350,44429,52009,51064,76034,77620
2672,16692,23382,31805,37866,44078,48193,59766
2673,5345,7621,11662,13340,17551,19395,22269
2674,16829,18976,27059,34512,34844,37842,42170
2675,31423,42496,60248,71445,90734,116705,157292
2676,17878,19406,23184,24767,27415,29209,33251
2677,7492,9471,11363,12831,15691,18884,21834
2678,7002,12295,20457,29320,31990,34889,36743
2679,18222,26805,39751,46123,50490,57819,69770
2680,18381,23228,27129,29520,33226,44873,50553
2681,16420,19136,21613,24240,27793,33506,41247
2682,22316,26775,25928,28960,31038,38757,45660
2683,15040,18566,18755,20575,23443,24969,25574
2684,24607,30893,34358,37009,46090,51969,68179
2685,7234,8445,10292,12461,14596,16345,20747
2686,11897,14487,17804,21382,23270,29503,32007
2687,20569,26188,35497,34187,43359,54661,69586
2688,20400,25886,31134,33608,37433,44458,52671
2689,9169,12046,13947,15781,16790,19156,21507
2690,11529,16242,23702,33359,34955,41421,46634
2691,5625,7371,11856,14619,16230,20158,26758
2692,9202,10916,14416,15662,19280,24139,29946
2693,11627,12820,16947,20079,23039,27444,31872
2694,3628,4358,6466,10116,10786,11917,17382
2695,16483,19379,26923,32188,35044,37944,41941
2696,9352,11309,12400,15069,16835,20096,23632
2697,15646,20213,19766,22226,23031,27404,31683
2698,17510,21076,27426,30808,37029,40170,47810
2699,8145,9657,12906,18651,21598,24212,30142
2700,7053,9146,10127,10203,11110,13024,13929
2701,7752,9946,13911,20406,23294,26477,32004
2702,17992,24219,31689,38377,43741,54081,68797
2703,13948,15422,16224,17003,19156,20656,23145
2704,25271,34462,43206,50885,63278,82689,85263
2705,7231,10962,14277,18811,22297,27113,32264
2706,15657,18341,32909,46203,58504,65709,72357
2707,9139,13781,19721,24453,28655,34494,41481
2708,21030,22243,25827,28943,33096,35762,38449
2709,13307,17554,21689,26271,28515,33741,42585
2710,5504,7461,10264,15659,18966,22217,27609
2711,13705,20935,29705,31816,35943,37741,45143
2712,17181,18745,21805,21556,24586,27568,30592
2713,41363,49908,52459,55237,55870,59939,70304
2714,3712443,42100,54263,64299,84188,113599,125778
2715,22748,24042,27846,35653,41760,45111,65510
2716,29811,29597,33445,34863,42004,41624,49435
2717,21229,18316,21977,23769,24952,26601,37951
2718,17521,18931,20066,23918,25962,29831,48824
2719,18069,17435,18450,20814,21938,24282,27441
2720,10587,11521,11927,14053,25628,27796,29744
2721,26046,25505,26642,28368,32830,34084,36397
2722,19491,22406,21258,19122,20372,23765,26417
2723,13551,13637,14184,13977,15028,15071,17131
2724,20249,24050,28244,27196,30310,34928,40579
2725,24407,24874,28196,31397,33904,40752,42098
2726,38267,34526,35886,34426,37694,40956,60594
2727,14963,14930,15919,18004,19482,21786,22099
2728,15545,15348,14847,14980,15885,17458,19550
2729,18636,18420,18949,17723,19360,28521,29096
2730,15603,22893,31656,37297,76015,82723,94978
2731,42804,51432,60129,69934,80061,85891,83742
2732,11764,14376,17600,22258,24563,35654,39307
2733,19446,21030,27661,34376,39628,44375,55556
2734,9903,11342,14377,17899,19207,24077,26255
2735,9812,15966,21983,29848,31786,38309,48045
2736,2139,4275,6078,8243,8822,10237,11965
2737,10799,16540,18653,20845,25080,27816,35361
2738,3100,5489,6844,7843,10043,10849,13562
2739,5835,6846,9487,12147,14131,16495,19185
2740,6794,11003,14293,16597,17861,20312,19932
2741,18182,22328,25475,29349,32232,38221,44084
2742,14666,21649,31367,46285,50237,57267,70689
2743,4924,7961,13051,17011,20472,21778,25226
2744,4133,7596,11910,16268,17174,30866,30538
2745,6511,9838,14161,18473,26820,29380,43295
2746,5268,9563,14076,23944,29398,34916,48892
2747,40823,43957,53645,64164,80171,90820,84712
2748,9043,15666,18671,23079,28213,35998,37954
2749,30508,39584,45844,54545,74014,81886,110775
2750,8507,10824,15763,20458,23059,24972,26629
2751,7345,11059,15572,17958,22019,25304,30303
2752,6375,8207,11981,15217,16959,20857,22090
2753,13880,17965,23140,37939,63773,69956,75717
2754,7119,11684,22178,22365,26223,62303,65061
2755,13776,19894,29467,39908,50407,60727,69573
2756,49101,54559,62941,72887,89386,99516,110617
2757,12835,15899,22477,24490,28971,35085,81649
2758,8516,8398,11114,13696,17762,26660,28250
2759,6937,11510,14060,18384,24740,28756,35182
2760,6023,8992,15132,18187,20974,23116,29762
2761,7893,10440,14686,17024,22141,26248,30775
2762,8544,11735,14700,19015,22008,25309,29422
2763,11285,16091,22352,36045,46484,52484,62398
2764,6947,9505,12354,16320,19000,21827,27595
2765,3670,6941,10086,12870,15349,16819,20587
2766,8869,15416,21827,26337,34105,40982,49995
2767,11530,17655,23648,30169,46351,58398,67919
2768,8855,18624,24435,54422,63150,79338,103348
2769,12234,19342,26218,27445,37324,43632,49747
2770,6657,11769,16303,21487,24192,28985,33600
2771,7815,12939,16583,21123,26233,32579,44177
2772,6442,8690,12382,16806,20792,24024,27597
2773,8011,12294,17927,22060,26090,31147,34984
2774,19264,20986,28780,34103,39465,43504,58281
2775,2284,4750,6539,7640,10751,11552,12097
2776,0,0,0,0,0,0,0
2777,7364,14116,21608,23220,29587,32995,41476
2778,3059,5694,8673,11538,13880,17872,19619
2779,7484,10695,17874,23738,30453,36397,41294
2780,6982,10065,14808,20062,23307,26704,30415
2781,6635,11249,17021,24213,30179,39207,55551
2782,3369,5888,8778,12468,16022,17601,22175
2783,3992,11057,16345,24222,35127,51306,39771
2784,5541,8140,13681,16661,22145,25521,31315
2785,11892,16989,25971,32546,40751,43917,56747
2786,11212,17732,35410,38932,49305,65677,69451
2787,19695,27943,34781,39674,50267,59693,86378
2788,7927,12561,20585,28501,44828,47420,57860
2789,12685,14271,17117,32728,36515,43643,51730
2790,25076,23819,21043,27757,31287,35917,39248
2791,9523,14759,21543,31125,34899,43016,51576
2792,3979,8347,13757,19416,23595,36734,43614
2793,6492,9735,14750,22451,24754,31412,41915
2794,18902,22438,28715,36089,32708,37776,39996
2795,10318,14336,19707,22050,23994,26493,34431
2796,5557,8750,13192,13671,15071,18191,22328
2797,7669,9306,13328,16519,19511,22334,27940
2798,8732,14069,19058,24743,40264,41989,47368
2799,9435,12000,19208,23463,27398,32038,43454
2800,6664,8587,10523,12801,16316,17686,20267
2801,9360,12278,19072,22096,27834,29904,35315
2802,13164,19890,28483,41193,50052,52264,60319
2803,6189,8207,17689,21313,21293,26966,29182
2804,11798,13312,19947,25463,30602,42421,40158
2805,7508,15068,21182,32509,39063,45019,50428
2806,5137,5653,8172,9989,10542,12490,13375
2807,1598,3106,5057,6044,7456,8372,11488
2808,21686,17560,27441,33369,38043,51193,68277
2809,5116,8857,11119,14297,14211,17666,19254
2810,45528,47350,46678,51557,57414,69668,77189
2811,9426,12345,17012,21241,24185,26556,31637
2812,5697,6774,10351,13878,18244,22877,24715
2813,13142,18810,24570,29103,30408,30435,34870
2814,10887,28668,35467,45318,51432,58134,70275
2815,13177,13588,19990,23229,26109,27610,30056
2816,13335,23868,39009,57773,72403,82133,103631
2817,39112,45334,64495,76199,86222,103664,130668
2818,6442,27351,33674,46438,57588,65892,79888
2819,18673,25901,42358,70190,75825,94645,114502
2820,6709,8887,12743,19650,22920,47000,32036
2821,25453,34301,46101,58018,66142,77928,90636
2822,5175,7540,8854,11799,14717,15800,19790
2823,21237,34976,48165,60952,76649,94972,113029
2824,12836,18456,27939,33263,40603,48359,60297
2825,18905,26999,41449,58133,70207,82107,95226
2826,22962,34795,51454,67396,82680,86525,112225
2827,7156,10508,14142,18508,25331,28657,37090
2828,10359,15120,42145,52573,56258,64117,76916
2829,4311,7500,12534,13734,15441,18876,24471
2830,17063,24010,36884,44651,101080,107994,134769
2831,5900,11552,19819,27361,33631,42391,52560
2832,6520,12633,19811,21541,27600,31348,44154
2833,13609,21894,30538,40259,53569,62730,77937
2834,11325,17193,35592,34186,39372,47154,58547
2835,12800,17439,24403,30075,35090,39016,51954
2836,10659,18378,28901,42802,56906,69430,94318
2837,18049,29474,43736,64270,67374,77822,91934
2838,16513,30818,49343,55768,66097,70962,82535
2839,4877,9085,13881,21746,23435,28726,38317
2840,11430,24598,42236,55812,66255,80152,108002
2841,24731,29399,34501,33392,41334,43198,51534
2842,8032,11497,16331,20937,26696,29206,41953
2843,6124,8811,13338,15239,18063,22572,27818
2844,17585,19658,27087,37527,45002,59392,61361
2845,56851,57964,71628,67605,73103,82397,92890
2846,144613,166652,195724,208850,234649,247785,257586
2847,81704,82568,97682,104946,110188,119165,128959
2848,103016,106525,115295,115863,123260,132859,153952
2849,47197,46538,49526,48246,52006,54178,58432
2850,24271,31932,47244,55113,64762,76069,95855
2851,30506,34616,42354,51964,55458,61530,76313
2852,31612,35562,42769,47871,54618,62106,66892
2853,20767,29488,37835,47908,43785,59161,81899
2854,11105,12880,17016,19123,23109,25593,32845
2855,19729,22905,32413,41586,59897,74029,82066
2856,15916,19431,23316,30192,38419,44871,54485
2857,3185,4252,5809,7450,9603,12682,14347
2858,3133,5540,6760,7729,10844,13573,16808
2859,20096,27963,36889,45044,56896,62293,86987
2860,6040,9794,12127,12844,18370,23762,27955
2861,6332,9679,13780,20002,24346,34781,45263
2862,8427,8004,9730,13750,16850,20699,119486
2863,11981,16910,20200,22447,32813,37217,38278
2864,6444,8640,31856,29746,26500,32911,49637
2865,9006,12077,14088,28552,22340,21664,25836
2866,68482,72581,82858,94548,87645,88462,102034
2867,135288,146847,157872,182180,182573,186138,211518
2868,14391,21922,33393,48245,59429,62142,68563
2869,26338,40137,67996,72366,73268,67673,82997
2870,14522,18604,25254,27465,32367,38196,48035
2871,12829,15301,23977,31145,40487,50214,56239
2872,10945,14275,13507,18687,21187,24294,29822
2873,2237,7442,7059,7715,10642,11945,13653
2874,10469,14693,27094,32993,41652,60129,74574
2875,14230,18339,25202,40709,38400,41853,49415
2876,4773,5078,6404,6607,8596,10349,12853
2877,8940,9716,12627,14336,14641,17128,18123
2878,10508,10819,13833,15854,19652,22476,25171
2879,4659,6026,7141,16941,17623,20613,23382
2880,4004,4808,6206,7216,7454,8178,8308
2881,14638,17355,19895,31381,29635,28799,32407
2882,12493,13073,16143,17712,18739,20622,24331
2883,16973,19169,24622,29921,34317,38232,49138
2884,7275,11092,13920,22240,24409,31061,38963
2885,2982,3481,5561,5576,7497,7747,8564
2886,5132,7059,8249,9728,11290,10866,13473
2887,31977,41719,45202,45733,51876,55696,62159
2888,18153,22043,24356,51556,59044,61193,74539
2889,27995,32364,40614,46097,54389,57645,70136
2890,9671,10984,12154,14293,16607,17205,18279
2891,31247,34093,34774,37504,41759,44043,49287
2892,14321,14181,19172,23366,26386,23443,25159
2893,22553,28474,34060,47773,57462,61444,69640
2894,13408,14980,16984,16924,19513,21538,24278
2895,18649,27670,32340,33990,68230,46943,50320
2896,27175,26011,26632,27588,27761,29311,33470
2897,16793,19004,28240,40577,44879,57732,62822
2898,15010,14682,16183,18969,21146,21206,27556
2899,24852,24647,27788,31912,34354,37706,43145
2900,37863,47641,60246,73140,101722,123455,138599
2901,31605,44300,59759,78287,103106,152790,143550
2902,18032,41122,50945,60176,72405,79112,95397
2903,42436,43103,47919,61319,71291,93156,119871
2904,26466,30072,36996,32399,38917,45043,50677
2905,30647,31812,34485,38223,37979,42625,47530
2906,30395,32793,38254,41399,50352,56261,64849
2907,22351,26969,29049,31116,33717,36118,39723
2908,31051,32298,36492,47451,50763,54136,61978
2909,31550,33278,38642,46654,48272,57282,68852
2910,18204,18370,23503,27464,31057,42391,38652
2911,9947,13718,17797,20734,24401,29848,33206
2912,19888,22483,30917,36150,42364,49851,59918
2913,67953,74124,83498,90678,105328,111410,116831
2914,8177,14621,19018,23732,28535,32063,38522
2915,9621,14148,19401,26141,35342,42923,50301
2916,4465,6773,9327,16844,19179,22191,28376
2917,6517,9378,15775,21213,23408,30562,40847
2918,5129,12078,14580,16464,22221,25708,30293
2919,28312,39865,59362,62875,67006,68811,87579
2920,23125,32941,47219,57310,66773,71526,82925
2921,14845,20792,23986,31030,33983,38671,44490
2922,35824,56281,68250,75036,91000,119275,148489
2923,7006,11216,15246,24580,42520,62503,55802
2924,35031,42350,56613,77506,92201,123792,127187
2925,20032,34463,47334,62005,72121,79946,93121
2926,2887,5039,6078,8774,9713,11610,69095
2927,4785,6883,10735,14841,18254,21559,25087
2928,21525,36964,56707,79256,93240,104636,128774
2929,83543,81696,87145,99942,122312,144403,161294
2930,13293,13173,14172,17667,16698,18837,19922
2931,37296,41515,49356,63869,84156,96954,114330
2932,18876,21110,23297,37068,34838,46903,57415
2933,42435,42522,44449,64510,67208,71882,74841
2934,31063,30760,31443,33667,36346,40240,40802
2935,25639,25811,29214,30711,37175,38163,44819
2936,15745,30748,39990,50804,65191,73077,79659
2937,3652,4995,4928,5869,7999,10456,13601
2938,10507,16304,19341,25037,26780,39847,46894
2939,11781,17455,25951,34875,41324,46228,75573
2940,3084,4973,8104,11023,13970,18446,21907
2941,13668,20919,29212,33666,41028,50579,60181
2942,12357,16685,24419,27530,30268,34757,41364
2943,10188,22343,37437,77888,82764,79304,85944
2944,3317,5349,8892,12456,15595,19065,22813
2945,9293,16856,29365,41831,105620,122864,139238
2946,1745,3376,4728,7506,10075,16887,16764
2947,2912,9424,9559,11892,13417,22836,27501
2948,3400,6451,9854,14923,17482,20464,24980
2949,2919,6211,8922,10745,14639,17965,21869
2950,19726,43186,83137,96029,100480,115261,163511
2951,4702,7989,13524,16907,20581,24217,28177
2952,7719,20213,30399,41034,64062,68921,80372
